,Sales,Order Month,Order Year
9690,7.04,April,2018
6921,16.98,April,2018
6365,41.22,April,2018
6366,240.37,April,2018
2469,16.91,April,2018
2468,32.4,April,2018
2466,9.11,April,2018
2467,571.44,April,2018
2957,2.313,April,2018
7178,9.396,April,2018
1354,300.904,April,2018
1353,17.61,April,2018
7177,2.202,April,2018
1352,183.96,April,2018
2927,8.64,April,2018
1090,71.984,April,2018
1089,31.984,April,2018
8517,30.336,April,2018
1269,12.48,April,2018
5874,9.54,April,2018
5873,108.08,April,2018
3192,6.37,April,2018
5089,7.968,April,2018
5242,3.318,April,2018
5090,8.784,April,2018
3079,12.96,April,2018
7917,30.384,April,2018
1496,16.784,April,2018
6723,14.82,April,2018
4120,19.04,April,2018
3560,8.256,April,2018
1497,13.12,April,2018
5458,13.344,April,2018
5459,1478.272,April,2018
3563,11.52,April,2018
3080,43.176,April,2018
2477,1322.352,April,2018
3561,25.56,April,2018
8385,11.808,April,2018
7103,421.1,April,2018
3512,825.174,April,2018
3562,4.368,April,2018
1555,91.96,April,2018
1495,10.192,April,2018
7304,10.368,April,2018
3617,487.984,April,2018
3618,5.56,April,2018
3514,6.912,April,2018
9128,88.074,April,2018
3619,217.85,April,2018
3513,17.76,April,2018
7303,97.184,April,2018
4296,54.32,April,2018
5581,19.98,April,2018
3798,523.764,April,2018
1410,23.68,April,2018
9226,52.752,April,2018
8912,3.564,April,2018
9605,70.72,April,2018
8910,95.976,April,2018
3799,1359.96,April,2018
8911,143.928,April,2018
9223,7.536,April,2018
837,9.664,April,2018
9760,4.3,April,2018
8913,4.928,April,2018
684,167.44,April,2018
9225,4.144,April,2018
9224,1.408,April,2018
683,7999.98,April,2018
9606,194.352,April,2018
8519,182.22,April,2018
8518,12.99,April,2018
8520,302.94,April,2018
8390,11.76,April,2018
5517,239.96,April,2018
6532,142.8,April,2018
7292,649.0,April,2018
2976,188.552,April,2018
6533,399.95,April,2018
2690,5.346,April,2018
6122,61.568,April,2018
5519,13.392,April,2018
5520,23.92,April,2018
7391,74.352,April,2018
9070,11.352,April,2018
6531,8.8,April,2018
5518,54.768,April,2018
5521,255.968,April,2018
9404,7.92,April,2018
8339,436.704,April,2018
2119,895.92,April,2018
2118,5.28,April,2018
5645,74.45,April,2018
930,89.856,April,2018
929,14.592,April,2018
931,13.872,April,2018
3099,10.776,April,2018
5360,198.272,April,2018
2662,8.76,April,2018
3100,242.352,April,2018
5217,79.14,April,2018
5952,20.736,April,2018
12,15.552,April,2018
1866,196.45,April,2018
308,4.89,April,2018
7368,15.57,April,2018
2740,25.98,April,2018
7722,40.74,April,2018
1520,16.52,April,2018
2362,13.71,April,2018
2546,102.833,April,2018
3233,32.544,April,2018
2739,477.24,April,2018
2545,205.92,April,2018
3231,26.046,April,2018
3232,2.896,April,2018
6860,274.89,April,2018
3012,21.594,April,2018
6861,23.04,April,2018
3010,12.03,April,2018
6857,28.14,April,2018
3011,2549.985,April,2018
6862,218.352,April,2018
3251,60.312,April,2018
3013,8.964,April,2018
6858,7.38,April,2018
9587,195.136,April,2018
3014,20.736,April,2018
6859,10.9,April,2018
6156,42.408,April,2018
6153,51.968,April,2018
2238,44.4,April,2018
7595,36.56,April,2018
6767,14.56,April,2018
6155,332.704,April,2018
6154,51.336,April,2018
7594,146.86,April,2018
6766,15.76,April,2018
6765,317.058,April,2018
1103,2.934,April,2018
7567,20.736,April,2018
7566,47.976,April,2018
7183,908.82,April,2018
1102,2.694,April,2018
3713,162.6,April,2018
3712,11.54,April,2018
176,97.264,April,2018
3026,254.352,April,2018
8279,675.06,April,2018
804,18.28,April,2018
7242,24.14,April,2018
7241,92.88,April,2018
7240,66.36,April,2018
6596,5.344,April,2018
2599,121.94,April,2018
6595,11.76,April,2018
8592,11.664,April,2018
8469,387.136,April,2018
8470,45.408,April,2018
6032,54.9,April,2018
8471,77.952,April,2018
2600,122.71,April,2018
8591,18.688,April,2018
8472,3.0,April,2018
3866,155.34,April,2018
8199,10.43,April,2018
1684,99.28,April,2018
1685,1.188,April,2018
1686,7.518,April,2018
5526,1.81,April,2018
3655,113.568,April,2018
6023,69.98,April,2018
5977,552.0,April,2018
8200,72.784,April,2018
8973,344.981,April,2018
6887,19.05,April,2018
6888,73.344,April,2018
5433,8.896,April,2018
5108,67.92,April,2018
7171,107.97,April,2018
5107,42.048,April,2018
5074,13.904,April,2018
2961,39.28,April,2018
1358,1.988,April,2018
2960,20.34,April,2018
3097,33.12,April,2018
4636,123.92,April,2018
8637,139.58,April,2018
4638,47.3,April,2018
3098,220.2656,April,2018
4637,12.39,April,2018
8364,751.984,April,2018
5455,6.848,April,2018
8086,28.08,April,2018
5454,8.384,April,2018
7156,4.91,April,2018
1727,1048.35,April,2018
5313,64.96,April,2018
2779,2.376,April,2018
1661,677.58,April,2018
1662,13.896,April,2018
5525,9.78,April,2018
4757,43.372,April,2018
5314,30.56,April,2018
8563,4.842,April,2018
1490,62.96,April,2018
8564,220.704,April,2018
4550,5.76,April,2018
7182,23.24,April,2018
2778,23.68,April,2018
3409,10.368,April,2018
1915,15.528,April,2018
5288,163.96,April,2018
1916,11.952,April,2018
1914,4.608,April,2018
6838,1640.7,May,2018
6567,7.12,May,2018
6566,243.992,May,2018
6839,371.2,May,2018
4745,127.96,May,2018
5949,299.97,May,2018
3812,25.06,May,2018
4746,18.69,May,2018
5948,42.68,May,2018
5951,234.36,May,2018
4744,221.16,May,2018
4743,7.9,May,2018
5950,262.24,May,2018
5287,89.991,May,2018
5191,23.16,May,2018
6263,34.5,May,2018
5285,21.24,May,2018
5286,9.552,May,2018
6304,6.68,May,2018
8513,20.736,May,2018
3911,470.376,May,2018
4233,6.316,May,2018
4232,31.104,May,2018
4229,332.028,May,2018
4231,15.552,May,2018
4230,11.394,May,2018
9568,79.96,May,2018
6641,79.78,May,2018
6640,125.88,May,2018
6080,151.056,May,2018
6642,133.2,May,2018
1442,13.76,May,2018
8196,89.568,May,2018
8197,71.96,May,2018
1561,2.78,May,2018
8198,15.552,May,2018
3487,147.184,May,2018
4835,61.96,May,2018
4836,19.936,May,2018
4834,39.92,May,2018
7563,63.824,May,2018
7955,435.168,May,2018
7958,72.9,May,2018
975,75.792,May,2018
7959,206.352,May,2018
6340,5199.96,May,2018
6339,221.382,May,2018
7957,15.8,May,2018
7956,14.9,May,2018
7960,7.992,May,2018
6338,87.8,May,2018
974,160.93,May,2018
126,2.388,May,2018
127,243.992,May,2018
3348,16.03,May,2018
9469,110.96,May,2018
9470,99.98,May,2018
7489,12.96,May,2018
9471,11.424,May,2018
9468,12.96,May,2018
2307,390.75,May,2018
9467,166.5,May,2018
3461,492.768,May,2018
9466,164.688,May,2018
9497,4.41,May,2018
9498,167.94,May,2018
937,159.99,May,2018
9473,101.4,May,2018
9472,128.124,May,2018
9499,67.8,May,2018
673,61.44,May,2018
9524,83.92,May,2018
3178,20.94,May,2018
2234,205.03,May,2018
9525,199.9,May,2018
9608,11.07,May,2018
3180,254.9,May,2018
674,38.9,May,2018
675,99.39,May,2018
3179,58.68,May,2018
1924,92.94,May,2018
7324,9.45,May,2018
9607,21.6,May,2018
9528,9.296,May,2018
3434,14.976,May,2018
9527,172.752,May,2018
9526,31.176,May,2018
3433,24.816,May,2018
7323,41.96,May,2018
8621,20.768,May,2018
2597,530.34,May,2018
2430,58.48,May,2018
2594,180.96,May,2018
2595,914.97,May,2018
2596,587.97,May,2018
8999,458.43,May,2018
2598,14.94,May,2018
8335,299.52,May,2018
6544,58.17,May,2018
4160,539.97,May,2018
6459,14.7,May,2018
6458,3.76,May,2018
1244,48.69,May,2018
6461,89.97,May,2018
6546,24.784,May,2018
6462,261.96,May,2018
6407,899.43,May,2018
6545,5.04,May,2018
6463,74.0,May,2018
6408,46.2,May,2018
813,18.28,May,2018
4161,22.58,May,2018
6411,76.864,May,2018
6410,7.992,May,2018
4649,64.4,May,2018
6460,37.2,May,2018
6409,47.952,May,2018
814,1399.93,May,2018
4648,440.19,May,2018
2631,39.96,May,2018
958,15.552,May,2018
5510,11.12,May,2018
2633,220.96,May,2018
2632,42.624,May,2018
956,29.592,May,2018
957,4.752,May,2018
5509,56.704,May,2018
4092,221.024,May,2018
4423,302.94,May,2018
2843,36.048,May,2018
4186,6.874,May,2018
5223,43.19,May,2018
4187,1.996,May,2018
3941,3.048,May,2018
3940,14.56,May,2018
4424,34.75,May,2018
4188,8.928,May,2018
5222,114.95,May,2018
4425,113.94,May,2018
8183,1.892,May,2018
8182,22.608,May,2018
5221,706.86,May,2018
4714,344.704,May,2018
4422,17.24,May,2018
4426,55.98,May,2018
627,97.16,May,2018
713,307.98,May,2018
2861,286.93,May,2018
5052,195.64,May,2018
2859,377.97,May,2018
2860,1628.82,May,2018
714,299.97,May,2018
3625,3.52,May,2018
6043,314.352,May,2018
3627,36.32,May,2018
5453,38.016,May,2018
6368,133.12,May,2018
5938,95.992,May,2018
3626,5.58,May,2018
712,281.34,May,2018
3624,681.408,May,2018
9010,26.16,May,2018
5939,13.216,May,2018
6044,27.888,May,2018
2858,67.8,May,2018
6906,41.28,May,2018
4363,25.92,May,2018
4362,131.94,May,2018
9144,64.9,May,2018
6067,518.272,May,2018
6068,6.98,May,2018
4366,21.5,May,2018
4365,7.41,May,2018
6069,343.2,May,2018
4364,704.76,May,2018
9142,8.288,May,2018
9143,1123.128,May,2018
989,17.97,May,2018
988,520.05,May,2018
6466,68.46,May,2018
9246,9.84,May,2018
9247,2.78,May,2018
7244,49.56,May,2018
5541,22.344,May,2018
5540,1.592,May,2018
5539,181.986,May,2018
4509,171.288,May,2018
4871,1.824,May,2018
4872,18.32,May,2018
4873,48.816,May,2018
4874,1.188,May,2018
6670,29.84,May,2018
9127,50.136,May,2018
8015,18.84,May,2018
8014,3.29,May,2018
8013,120.0,May,2018
8012,663.92,May,2018
9066,23.08,May,2018
6999,208.44,May,2018
9437,12.96,May,2018
7000,25.76,May,2018
6437,302.376,May,2018
9457,12.06,May,2018
5376,31.44,May,2018
6436,477.15,May,2018
5375,98.16,May,2018
6435,35.0,May,2018
3081,58.34,May,2018
9447,477.3,May,2018
9456,27.192,May,2018
3082,539.97,May,2018
3942,25.92,May,2018
85,301.96,May,2018
8785,195.96,May,2018
8786,15.552,May,2018
8456,106.869,May,2018
2433,54.368,May,2018
8787,271.968,May,2018
9295,115.96,May,2018
9294,13.872,May,2018
8457,3.564,May,2018
9132,125.13,May,2018
6241,247.44,May,2018
9131,27.46,May,2018
6249,465.16,May,2018
6248,6.24,May,2018
6247,43.41,May,2018
6250,7.98,May,2018
3403,65.424,May,2018
3716,23.55,May,2018
370,25.92,May,2018
371,53.424,May,2018
6403,8.01,May,2018
6402,3.89,May,2018
6401,241.96,May,2018
9686,35.1,May,2018
7411,156.792,May,2018
9512,204.6664,May,2018
7413,13.592,May,2018
7412,35.36,May,2018
8810,37.52,May,2018
4936,33.74,June,2018
7025,227.46,June,2018
2262,359.97,June,2018
7026,46.24,June,2018
5972,240.784,June,2018
7354,29.9,June,2018
6512,11.52,June,2018
9312,63.488,June,2018
5150,67.78,June,2018
9311,4.928,June,2018
6513,286.93,June,2018
4179,14.976,June,2018
6514,206.384,June,2018
3735,71.97,June,2018
6511,23.88,June,2018
3734,26.38,June,2018
8415,106.32,June,2018
8737,8.1,June,2018
1970,6.408,June,2018
1971,408.744,June,2018
6634,68.541,June,2018
8441,84.416,June,2018
6635,627.168,June,2018
6636,122.12,June,2018
4126,54.66,June,2018
4669,623.4648,June,2018
4668,11.06,June,2018
4670,772.68,June,2018
7675,152.94,June,2018
2780,59.2,June,2018
3854,26.4,June,2018
3853,4.95,June,2018
6030,239.24,June,2018
198,2.946,June,2018
199,16.056,June,2018
6742,122.136,June,2018
7402,70.12,June,2018
1932,145.74,June,2018
6399,24.64,June,2018
5529,115.296,June,2018
6400,227.88,June,2018
6398,824.95,June,2018
1933,15.4,June,2018
5652,40.99,June,2018
8328,143.7,June,2018
4182,17.04,June,2018
4183,344.91,June,2018
3052,37.94,June,2018
3051,227.84,June,2018
3050,41.96,June,2018
4181,319.96,June,2018
8329,6.48,June,2018
2968,499.584,June,2018
1228,15.28,June,2018
2971,28.272,June,2018
5902,59.94,June,2018
418,5.78,June,2018
2970,13.272,June,2018
5903,45.36,June,2018
95,5.682,June,2018
5904,26.4,June,2018
5905,41.4,June,2018
7098,318.96,June,2018
5906,16.95,June,2018
1229,8.73,June,2018
2969,31.104,June,2018
9481,18.16,June,2018
2972,259.136,June,2018
8620,30.56,June,2018
3045,13.9,June,2018
8965,1.248,June,2018
3046,26.38,June,2018
197,46.26,June,2018
3674,127.372,June,2018
3675,47.952,June,2018
8168,2036.86,June,2018
1230,5.68,June,2018
8170,108.96,June,2018
8169,449.568,June,2018
6905,10.68,June,2018
7264,181.86,June,2018
7730,291.136,June,2018
1445,164.736,June,2018
1446,470.302,June,2018
1447,47.984,June,2018
345,47.976,June,2018
5476,84.55,June,2018
2872,4.26,June,2018
8697,31.168,June,2018
8698,120.96,June,2018
8699,2239.936,June,2018
8700,76.608,June,2018
8701,142.776,June,2018
8788,698.352,June,2018
8702,91.36,June,2018
672,19.56,June,2018
5475,44.4,June,2018
8789,77.728,June,2018
5477,17.94,June,2018
7089,119.96,June,2018
8696,239.976,June,2018
829,301.96,June,2018
4541,5.936,June,2018
266,14.016,June,2018
832,65.99,June,2018
830,180.66,June,2018
2707,192.16,June,2018
2257,1212.96,June,2018
2258,18.54,June,2018
831,191.98,June,2018
2706,19.44,June,2018
6745,23.92,June,2018
6744,479.952,June,2018
2705,16.68,June,2018
6603,146.352,June,2018
2502,9.36,June,2018
2500,12.224,June,2018
7914,3404.5,June,2018
1012,14.03,June,2018
7915,101.34,June,2018
1011,155.25,June,2018
97,51.312,June,2018
2501,2.304,June,2018
4496,38.88,June,2018
6303,74.352,June,2018
4495,917.9235,June,2018
4102,146.176,June,2018
4101,0.444,June,2018
7106,122.328,June,2018
7104,760.116,June,2018
2479,11.184,June,2018
2480,153.584,June,2018
9286,6.888,June,2018
9287,457.485,June,2018
7105,38.784,June,2018
652,97.82,June,2018
653,103.12,June,2018
4100,2.264,June,2018
1435,31.104,June,2018
823,9.82,June,2018
9688,32.4,June,2018
5292,4.464,June,2018
889,149.95,June,2018
822,239.97,June,2018
890,51.312,June,2018
1436,5.248,June,2018
9689,503.96,June,2018
1629,41.256,June,2018
1628,17.92,June,2018
7894,82.4,June,2018
7895,6.24,June,2018
7896,447.84,June,2018
2763,10.332,June,2018
2499,37.608,June,2018
9032,487.96,June,2018
2764,31.155,June,2018
7282,3.036,June,2018
2765,8.928,June,2018
4654,2.88,June,2018
416,95.92,June,2018
1511,35.82,June,2018
1510,385.6,June,2018
4083,10.272,June,2018
4082,182.994,June,2018
200,21.744,June,2018
4050,172.764,June,2018
4049,276.69,June,2018
1994,11.304,June,2018
4269,871.4,June,2018
7453,148.48,June,2018
1993,5.344,June,2018
1992,71.04,June,2018
9583,400.784,June,2018
3600,431.928,June,2018
6941,713.88,June,2018
5385,545.916,June,2018
6942,68.52,June,2018
6940,28.4,June,2018
6760,272.94,June,2018
2231,526.45,June,2018
886,83.76,June,2018
5627,13.872,June,2018
5384,358.2,June,2018
4864,239.97,June,2018
5628,273.552,June,2018
892,15.92,June,2018
893,543.92,June,2018
6939,102.368,June,2018
891,4.54,June,2018
8732,19.44,June,2018
8733,126.3,June,2018
6144,20.07,June,2018
8734,1287.45,June,2018
2956,191.646,June,2018
9623,21.392,June,2018
1160,11.54,June,2018
5734,25.16,June,2018
5733,30.69,June,2018
4710,62.31,June,2018
2684,312.552,June,2018
1159,362.94,June,2018
3572,5.184,June,2018
5732,638.82,June,2018
554,1295.78,June,2018
4707,895.92,June,2018
9624,307.314,June,2018
9625,409.9992,June,2018
4708,130.71,June,2018
4709,11.68,June,2018
1562,1044.63,June,2018
5617,19.52,June,2018
8038,435.999,June,2018
8117,204.95,June,2018
394,75.792,June,2018
8274,1085.42,June,2018
5157,569.058,June,2018
2587,22.23,June,2018
2586,248.57,June,2018
5156,1001.584,June,2018
5158,14.224,June,2018
977,3059.982,July,2018
2120,2.808,July,2018
7372,61.02,July,2018
7374,7.89,July,2018
7371,153.78,July,2018
7373,110.11,July,2018
4902,25.92,July,2018
1371,49.08,July,2018
4903,91.59,July,2018
233,5.328,July,2018
234,258.072,July,2018
235,617.976,July,2018
9442,16.256,July,2018
9443,219.184,July,2018
231,233.86,July,2018
232,620.6145,July,2018
3827,1458.65,July,2018
3828,26.64,July,2018
3829,476.8,July,2018
5000,79.99,July,2018
9373,419.944,July,2018
3830,87.444,July,2018
5929,87.21,July,2018
5931,683.988,July,2018
5932,13.392,July,2018
5933,16.776,July,2018
8491,5.94,July,2018
2370,252.0,July,2018
1262,17.472,July,2018
5930,15.552,July,2018
5934,527.92,July,2018
2745,79.992,July,2018
9186,1473.1,July,2018
4261,63.96,July,2018
3574,104.8,July,2018
7651,119.448,July,2018
9185,207.184,July,2018
9184,51.75,July,2018
9180,11.952,July,2018
9182,55.76,July,2018
7652,118.16,July,2018
4105,13.76,July,2018
9183,24.56,July,2018
4104,159.96,July,2018
4457,244.55,July,2018
9181,31.128,July,2018
9179,707.88,July,2018
3573,11.68,July,2018
2568,478.08,July,2018
5279,13.48,July,2018
5546,25.16,July,2018
4151,29.24,July,2018
532,47.94,July,2018
3357,73.008,July,2018
8210,81.568,July,2018
4084,7.857,July,2018
2098,37.68,July,2018
4153,4.896,July,2018
6004,19.76,July,2018
7140,113.52,July,2018
7141,135.3,July,2018
2099,279.944,July,2018
8124,161.568,July,2018
5547,126.56,July,2018
4152,15.552,July,2018
9538,16.9,July,2018
9326,80.96,July,2018
3566,1577.94,July,2018
9327,455.712,July,2018
9328,25.98,July,2018
9539,39.96,July,2018
2406,79.92,July,2018
2405,128.744,July,2018
5280,85.52,July,2018
2404,1115.91,July,2018
3386,18.936,July,2018
1714,307.666,July,2018
3389,154.764,July,2018
3387,222.384,July,2018
3388,50.454,July,2018
3385,580.672,July,2018
4180,4.24,July,2018
2073,59.97,July,2018
2074,761.544,July,2018
9369,272.97,July,2018
4778,100.94,July,2018
3558,21.792,July,2018
2725,359.97,July,2018
2726,350.352,July,2018
8330,7.88,July,2018
3559,439.8,July,2018
9492,38.16,July,2018
565,374.376,July,2018
4318,82.38,July,2018
3899,127.984,July,2018
3897,15.552,July,2018
3896,3.552,July,2018
7854,320.64,July,2018
7855,52.0,July,2018
9768,50.04,July,2018
4991,1889.99,July,2018
4804,91.008,July,2018
5975,360.38,July,2018
5976,13.56,July,2018
4803,39.594,July,2018
7495,4.448,July,2018
7496,276.69,July,2018
7513,13.12,July,2018
7497,4.96,July,2018
7512,239.456,July,2018
7511,396.92,July,2018
7501,470.376,July,2018
7500,140.97,July,2018
7499,18.84,July,2018
7509,1889.946,July,2018
7510,62.04,July,2018
7508,9.248,July,2018
7498,71.92,July,2018
5499,41.9,July,2018
5497,6.56,July,2018
2091,310.443,July,2018
5498,7.83,July,2018
2090,26.55,July,2018
7691,12.96,July,2018
5501,8.96,July,2018
7690,872.94,July,2018
5500,664.146,July,2018
7689,179.94,July,2018
23,71.372,July,2018
2571,2.912,July,2018
5651,1194.165,July,2018
4525,269.98,July,2018
4527,39.08,July,2018
5649,57.9,July,2018
5648,32.4,July,2018
5650,10.56,July,2018
4526,99.9,July,2018
2439,7.904,July,2018
4572,479.984,July,2018
7044,9.184,July,2018
3918,311.976,July,2018
3917,7.656,July,2018
3916,16.096,July,2018
3914,801.6,July,2018
7043,198.744,July,2018
3915,161.568,July,2018
7042,599.97,July,2018
2315,43.0,July,2018
3154,735.98,July,2018
578,69.712,July,2018
579,8.792,July,2018
9319,163.764,July,2018
9320,183.92,July,2018
9318,13.36,July,2018
2314,416.32,July,2018
2317,60.83,July,2018
2313,14.62,July,2018
2316,182.94,July,2018
2318,389.97,July,2018
6831,17.48,July,2018
6586,19.68,July,2018
4273,25.99,July,2018
7844,124.404,July,2018
6583,101.94,July,2018
4272,71.928,July,2018
6587,302.94,July,2018
6698,16.34,July,2018
6584,271.96,July,2018
6585,8.8,July,2018
6589,231.72,July,2018
644,6.48,July,2018
6700,50.352,July,2018
8326,2.864,July,2018
7083,3.52,July,2018
7084,1626.192,July,2018
5014,210.564,July,2018
6699,225.296,July,2018
5013,222.32,July,2018
5012,33.93,July,2018
6588,14.94,July,2018
8327,94.192,July,2018
3196,29.97,July,2018
8118,526.344,July,2018
758,13.128,July,2018
9229,15.192,July,2018
9230,58.32,July,2018
4372,11.68,July,2018
4373,159.75,July,2018
6261,41.4,July,2018
8184,63.312,July,2018
9588,121.536,July,2018
8638,399.95,July,2018
7893,13.92,July,2018
6901,2399.96,July,2018
5115,3.304,July,2018
2855,20.23,July,2018
7929,298.116,July,2018
6782,20.096,July,2018
6783,37.752,July,2018
6784,138.588,July,2018
6785,259.92,July,2018
6786,20.736,July,2018
8301,1649.95,July,2018
8302,362.352,July,2018
5297,543.92,July,2018
8093,23.88,July,2018
8094,26.2,July,2018
5296,14.89,July,2018
8096,234.95,July,2018
8095,12.96,July,2018
4125,91.032,July,2018
2219,14.98,July,2018
2220,1145.6,July,2018
2218,9.984,July,2018
1735,22.0,July,2018
1734,34.848,July,2018
1736,4.368,July,2018
5024,33.48,July,2018
5027,302.67,July,2018
5026,137.62,July,2018
5025,461.97,July,2018
1844,90.57,July,2018
2712,60.12,July,2018
6910,115.96,July,2018
2227,124.792,July,2018
2226,2.896,July,2018
7658,76.776,July,2018
641,330.4,July,2018
7738,89.95,July,2018
642,26.25,July,2018
6690,17.52,July,2018
6691,155.88,July,2018
9702,11.54,July,2018
6455,36.96,July,2018
6454,56.56,July,2018
3784,41.424,July,2018
9703,849.95,July,2018
9704,11.01,July,2018
5712,36.792,July,2018
9438,285.576,July,2018
2224,54.816,July,2018
2289,892.98,August,2018
4883,171.2,August,2018
4884,3.36,August,2018
360,20.7,August,2018
359,647.84,August,2018
3987,41.95,August,2018
3986,2591.56,August,2018
4650,244.55,August,2018
2847,56.28,August,2018
5371,306.9,August,2018
5370,273.96,August,2018
2848,2690.97,August,2018
4651,195.76,August,2018
4470,128.058,August,2018
3273,3359.952,August,2018
1595,47.992,August,2018
9519,81.08,August,2018
9600,41.472,August,2018
4819,10.36,August,2018
9644,89.544,August,2018
665,23.76,August,2018
9645,35.168,August,2018
9646,72.588,August,2018
667,381.576,August,2018
261,1.624,August,2018
666,85.056,August,2018
7505,12.176,August,2018
7814,1497.666,August,2018
7815,17.52,August,2018
348,12.96,August,2018
8407,28.91,August,2018
1368,145.9,August,2018
4537,18.24,August,2018
347,24.56,August,2018
346,7.56,August,2018
3215,75.18,August,2018
4535,15.84,August,2018
8405,141.9,August,2018
9530,52.76,August,2018
4536,86.376,August,2018
1623,50.0,August,2018
1622,23.168,August,2018
8404,83.92,August,2018
8408,174.95,August,2018
8406,39.98,August,2018
1620,198.46,August,2018
4538,13.12,August,2018
1621,786.48,August,2018
1713,765.625,August,2018
5767,85.2,August,2018
6653,213.43,August,2018
6652,20.736,August,2018
6651,21.184,August,2018
6650,45.92,August,2018
6649,319.984,August,2018
3126,258.528,August,2018
3656,9.096,August,2018
8325,158.376,August,2018
6648,42.616,August,2018
8324,61.68,August,2018
8619,65.12,August,2018
4528,116.832,August,2018
5482,239.96,August,2018
5481,36.0,August,2018
7170,145.764,August,2018
5480,103.192,August,2018
5483,40.68,August,2018
5887,42.76,August,2018
8092,109.9,August,2018
8431,274.2,August,2018
3431,128.9,August,2018
1169,19.44,August,2018
3430,29.79,August,2018
5410,42.76,August,2018
5729,61.06,August,2018
5727,178.11,August,2018
5728,1089.75,August,2018
8108,215.544,August,2018
5731,27.52,August,2018
5730,459.92,August,2018
1170,31.92,August,2018
5407,87.92,August,2018
412,1336.829,August,2018
407,27.15,August,2018
5408,22.424,August,2018
3432,60.12,August,2018
405,179.95,August,2018
1168,272.94,August,2018
7820,592.74,August,2018
406,1199.976,August,2018
408,1004.024,August,2018
8738,13.248,August,2018
5409,90.48,August,2018
413,113.568,August,2018
8739,83.988,August,2018
4952,69.48,August,2018
1167,109.48,August,2018
410,28.35,August,2018
411,55.98,August,2018
409,9.68,August,2018
7900,1.584,August,2018
7897,272.048,August,2018
7899,24.32,August,2018
7898,1614.582,August,2018
2865,59.52,August,2018
6070,17.544,August,2018
7375,36.024,August,2018
7903,423.648,August,2018
2863,31.44,August,2018
7901,31.984,August,2018
2866,31.92,August,2018
2864,83.79,August,2018
7902,14.76,August,2018
2398,16.68,August,2018
4490,418.296,August,2018
2397,5.76,August,2018
2534,1801.632,August,2018
2459,97.84,August,2018
5294,50.4,August,2018
7266,13.428,August,2018
7267,67.136,August,2018
7187,16.784,August,2018
7186,74.592,August,2018
7933,23.36,August,2018
7935,8.56,August,2018
7936,13.92,August,2018
7934,71.976,August,2018
7937,2518.29,August,2018
6413,98.16,August,2018
1920,462.564,August,2018
1919,895.92,August,2018
7185,8.016,August,2018
7243,4416.174,August,2018
6412,102.93,August,2018
7939,221.056,August,2018
7184,5.552,August,2018
7938,540.57,August,2018
7188,38.864,August,2018
617,9.94,August,2018
6711,9.912,August,2018
6211,65.94,August,2018
618,107.424,August,2018
1512,200.064,August,2018
6210,1000.02,August,2018
6209,2793.528,August,2018
1513,21.38,August,2018
619,37.91,August,2018
8606,23.18,August,2018
620,88.02,August,2018
616,40.48,August,2018
6897,10.782,August,2018
5612,1496.16,August,2018
5611,843.9,August,2018
4276,323.1,August,2018
1514,6.744,August,2018
4920,2.296,August,2018
4414,387.99,August,2018
6424,19.44,August,2018
8805,102.72,August,2018
2854,40.29,August,2018
2024,239.12,August,2018
5964,17.22,August,2018
5965,226.56,August,2018
5966,107.88,August,2018
7742,25.92,August,2018
8859,35.96,August,2018
826,35.0,August,2018
424,866.4,August,2018
8041,33.18,August,2018
8040,572.58,August,2018
8039,388.704,August,2018
9270,4305.552,August,2018
9269,32.088,August,2018
3340,51.75,August,2018
6415,83.88,August,2018
3339,203.52,August,2018
3338,117.144,August,2018
3336,129.92,August,2018
3335,431.968,August,2018
3334,17.12,August,2018
3337,568.728,August,2018
828,15.28,August,2018
827,37.24,August,2018
3603,277.4,August,2018
3604,25.16,August,2018
3605,91.92,August,2018
5234,210.008,August,2018
6104,314.532,August,2018
4297,4367.896,August,2018
4298,49.568,August,2018
4299,161.376,August,2018
4301,8.72,August,2018
4300,2.784,August,2018
6024,646.272,August,2018
5403,3.744,August,2018
5402,24.672,August,2018
6025,10.368,August,2018
1482,9.728,August,2018
8634,130.98,August,2018
7913,25.696,August,2018
874,192.16,August,2018
1483,3.424,August,2018
9584,53.72,August,2018
2716,71.98,August,2018
8128,64.96,August,2018
1797,37.008,August,2018
1796,347.97,August,2018
1795,63.84,August,2018
3754,354.9,August,2018
3752,116.28,August,2018
3748,321.92,August,2018
8575,14.336,August,2018
3749,879.984,August,2018
3747,198.46,August,2018
9385,120.576,August,2018
3381,2.896,August,2018
377,1488.424,August,2018
3751,230.28,August,2018
3750,28.4,August,2018
3753,841.568,August,2018
2917,5.952,August,2018
8934,12.672,August,2018
8935,1119.888,August,2018
4339,5.184,August,2018
2483,1137.75,August,2018
2482,35.168,August,2018
2485,5.56,August,2018
3922,25.344,August,2018
4598,91.6,August,2018
4597,21.81,August,2018
2484,99.68,August,2018
3923,26.72,August,2018
1941,47.36,August,2018
8115,148.02,August,2018
1943,3.24,August,2018
1942,27.44,August,2018
4237,9.408,August,2018
6405,569.568,August,2018
4990,689.408,August,2018
4989,6.672,August,2018
5609,659.9,August,2018
6406,149.73,August,2018
3654,638.73,August,2018
9663,193.95,August,2018
2841,229.544,August,2018
1532,8.376,August,2018
1531,10.744,August,2018
7063,6.208,August,2018
7220,274.491,September,2018
3087,12.992,September,2018
3085,127.984,September,2018
